dateofrecord,country_code,country_name,dailydeceased,totaldeceased,dailyconfirmed,dailyrecovered,totalconfirmed,totalrecovered
2021-02-01,UA,Ukraine,71,23931,2287,5280,1263833,1059457
2021-02-02,UA,Ukraine,169,24100,2631,12149,1266464,1071606
2021-02-03,UA,Ukraine,176,24276,3537,10538,1270001,1082144
2021-02-04,UA,Ukraine,153,24429,5333,10455,1275334,1092599
2021-02-05,UA,Ukraine,170,24599,5167,8488,1280501,1101087
2021-02-06,UA,Ukraine,136,24735,4558,7443,1285059,1108530
2021-02-07,UA,Ukraine,93,24828,3610,2397,1288669,1110927
2021-02-08,UA,Ukraine,56,24884,2356,2744,1291025,1113671
2021-02-09,UA,Ukraine,138,25022,2867,9241,1293892,1122912
2021-02-10,UA,Ukraine,173,25195,3645,8165,1297537,1131077
2021-02-11,UA,Ukraine,135,25330,5274,7059,1302811,1138136
2021-02-12,UA,Ukraine,127,25457,4995,7472,1307806,1145608
2021-02-13,UA,Ukraine,121,25578,5403,6357,1313209,1151965
2021-02-14,UA,Ukraine,53,25631,3311,2111,1316520,1154076
2021-02-15,UA,Ukraine,71,25702,2540,2550,1319060,1156626
2021-02-16,UA,Ukraine,160,25862,3346,6528,1322406,1163154
2021-02-17,UA,Ukraine,155,26017,4485,6160,1326891,1169314
2021-02-18,UA,Ukraine,174,26191,6441,5567,1333332,1174881
2021-02-19,UA,Ukraine,129,26320,6722,6034,1340054,1180915
2021-02-20,UA,Ukraine,84,26404,6473,4720,1346527,1185635
2021-02-21,UA,Ukraine,66,26470,4663,1799,1351190,1187434
2021-02-22,UA,Ukraine,61,26531,3355,1425,1354545,1188859
2021-02-23,UA,Ukraine,159,26690,4326,4475,1358871,1193334
2021-02-24,UA,Ukraine,157,26847,5990,3712,1364861,1197046
2021-02-25,UA,Ukraine,144,26991,8278,4325,1373139,1201371
2021-02-26,UA,Ukraine,155,27146,8134,4512,1381273,1205883
2021-02-27,UA,Ukraine,160,27306,8297,5036,1389570,1210919
2021-02-28,UA,Ukraine,98,27404,5958,1876,1395528,1212795
2021-03-01,UA,Ukraine,76,27480,4406,1808,1399934,1214603
2021-03-02,UA,Ukraine,170,27650,5460,5425,1405394,1220028
2021-03-03,UA,Ukraine,194,27844,7354,5415,1412748,1225443
2021-03-04,UA,Ukraine,202,28046,10179,5104,1422927,1230547
2021-03-05,UA,Ukraine,181,28227,10273,4292,1433200,1234839
2021-03-06,UA,Ukraine,165,28392,9257,3482,1442457,1238321
2021-03-07,UA,Ukraine,110,28502,7284,2222,1449741,1240543
2021-03-08,UA,Ukraine,114,28616,5680,1768,1455421,1242311
2021-03-09,UA,Ukraine,82,28698,3364,1024,1458785,1243335
2021-03-10,UA,Ukraine,227,28925,6480,5974,1465265,1249309
2021-03-11,UA,Ukraine,270,29195,9187,5604,1474452,1254913
2021-03-12,UA,Ukraine,239,29434,13045,4878,1487497,1259791
2021-03-13,UA,Ukraine,250,29684,13376,5135,1500873,1264926
2021-03-14,UA,Ukraine,151,29835,9110,2828,1509983,1267754
2021-03-15,UA,Ukraine,134,29969,6882,3529,1516865,1271283
2021-03-16,UA,Ukraine,270,30239,9730,6320,1526595,1277603
2021-03-17,UA,Ukraine,296,30535,11921,5612,1538516,1283215
2021-03-18,UA,Ukraine,276,30811,15143,6626,1553659,1289841
2021-03-19,UA,Ukraine,267,31078,15937,4632,1569596,1294473
2021-03-20,UA,Ukraine,266,31344,15376,5381,1584972,1299854
2021-03-21,UA,Ukraine,170,31514,11229,3930,1596201,1303784
2021-03-22,UA,Ukraine,163,31677,7982,3038,1604183,1306822
2021-03-23,UA,Ukraine,341,32018,11564,8393,1615747,1315215
2021-03-24,UA,Ukraine,350,32368,14266,7754,1630013,1322969
2021-03-25,UA,Ukraine,369,32737,16762,6886,1646775,1329855
2021-03-26,UA,Ukraine,331,33068,18226,7225,1665001,1337080
2021-03-27,UA,Ukraine,295,33363,17526,7262,1682527,1344342
2021-03-28,UA,Ukraine,208,33571,12041,3396,1694568,1347738
2021-03-29,UA,Ukraine,181,33752,8468,2907,1703036,1350645
2021-03-30,UA,Ukraine,291,34043,10648,3701,1713684,1354346
2021-03-31,UA,Ukraine,413,34456,11345,6598,1725029,1360944
2021-04-01,UA,Ukraine,429,34885,17681,9789,1742710,1370733
2021-04-02,UA,Ukraine,441,35326,20003,10430,1762713,1381163
2021-04-03,UA,Ukraine,403,35729,20456,9268,1783169,1390431
2021-04-04,UA,Ukraine,265,35994,13858,4702,1797027,1395133
2020-12-01,SE,Sweden,0,6681,17629,0,260758,0
2020-12-02,SE,Sweden,291,6972,5400,0,266158,0
2020-12-03,SE,Sweden,35,7007,6485,0,272643,0
2020-12-04,SE,Sweden,60,7067,6269,0,278912,0
2020-12-05,SE,Sweden,0,7067,0,0,278912,0
2020-12-06,SE,Sweden,0,7067,0,0,278912,0
2020-12-07,SE,Sweden,0,7067,0,0,278912,0
2020-12-08,SE,Sweden,0,7067,18820,0,297732,0
2020-12-09,SE,Sweden,229,7296,7061,0,304793,0
2020-12-10,SE,Sweden,58,7354,7935,0,312728,0
2020-12-11,SE,Sweden,160,7514,7370,0,320098,0
2020-12-12,SE,Sweden,0,7514,0,0,320098,0
2020-12-13,SE,Sweden,0,7514,0,0,320098,0
2020-12-14,SE,Sweden,0,7514,0,0,320098,0
2020-12-15,SE,Sweden,0,7514,20931,0,341029,0
2020-12-16,SE,Sweden,288,7802,7556,0,348585,0
2020-12-17,SE,Sweden,91,7893,8881,0,357466,0
2020-12-18,SE,Sweden,100,7993,9654,0,367120,0
2020-12-19,SE,Sweden,0,7993,0,0,367120,0
2020-12-20,SE,Sweden,0,7993,0,0,367120,0
2020-12-21,SE,Sweden,0,7993,0,0,367120,0
2020-12-22,SE,Sweden,0,7993,22319,0,389439,0
2020-12-23,SE,Sweden,286,8279,6609,0,396048,0
2020-12-24,SE,Sweden,0,8279,0,0,396048,0
2020-12-25,SE,Sweden,0,8279,0,0,396048,0
2020-12-26,SE,Sweden,0,8279,0,0,396048,0
2020-12-27,SE,Sweden,0,8279,0,0,396048,0
2020-12-28,SE,Sweden,0,8279,0,0,396048,0
2020-12-29,SE,Sweden,0,8279,32485,0,428533,0
2020-12-30,SE,Sweden,448,8727,8846,0,437379,0
2020-12-31,SE,Sweden,0,8727,0,0,437379,0
2021-01-01,SE,Sweden,0,8727,0,0,437379,0
2021-01-02,SE,Sweden,0,8727,0,0,437379,0
2021-01-03,SE,Sweden,0,8727,0,0,437379,0
2021-01-04,SE,Sweden,0,8727,0,0,437379,0
2021-01-05,SE,Sweden,238,8965,32369,0,469748,0
2021-01-06,SE,Sweden,0,8965,0,0,469748,0
2021-01-07,SE,Sweden,297,9262,12536,0,482284,0
2021-01-08,SE,Sweden,171,9433,7187,0,489471,0
2021-01-09,SE,Sweden,0,9433,0,0,489471,0
2021-01-10,SE,Sweden,0,9433,0,0,489471,0
2021-01-11,SE,Sweden,0,9433,0,0,489471,0
2021-01-12,SE,Sweden,0,9433,17395,0,506866,0
2021-01-13,SE,Sweden,401,9834,5337,0,512203,0
2021-01-14,SE,Sweden,351,10185,6580,0,518783,0
2021-01-15,SE,Sweden,138,10323,4703,0,523486,0
2021-01-16,SE,Sweden,0,10323,0,0,523486,0
2021-01-17,SE,Sweden,0,10323,0,0,523486,0
2021-01-18,SE,Sweden,0,10323,0,0,523486,0
2021-01-19,SE,Sweden,0,10323,9779,0,533265,0
2021-01-20,SE,Sweden,474,10797,4702,0,537967,0
2021-01-21,SE,Sweden,124,10921,4985,0,542952,0
2021-01-22,SE,Sweden,84,11005,4214,0,547166,0
2021-01-23,SE,Sweden,0,11005,0,0,547166,0
2021-01-24,SE,Sweden,0,11005,0,0,547166,0
2021-01-25,SE,Sweden,0,11005,0,0,547166,0
2021-01-26,SE,Sweden,242,11247,9123,0,556289,0
2021-01-27,SE,Sweden,178,11425,4183,0,560472,0
2021-01-28,SE,Sweden,95,11520,4085,0,564557,0
2021-01-29,SE,Sweden,71,11591,2400,0,566957,0
2021-01-30,SE,Sweden,0,11591,0,0,566957,0
2021-01-31,SE,Sweden,0,11591,0,0,566957,0
2021-02-01,SE,Sweden,0,11591,0,0,566957,0
2021-02-02,SE,Sweden,224,11815,9649,0,576606,0
2021-02-03,SE,Sweden,124,11939,4310,0,580916,0
2021-02-04,SE,Sweden,89,12028,3758,0,584674,0
2021-02-05,SE,Sweden,87,12115,3388,0,588062,0
2021-02-06,SE,Sweden,0,12115,0,0,588062,0
2021-02-07,SE,Sweden,0,12115,0,0,588062,0
2021-02-08,SE,Sweden,0,12115,0,0,588062,0
2021-02-09,SE,Sweden,73,12188,8112,0,596174,0
2021-02-10,SE,Sweden,138,12326,4070,0,600244,0
2021-02-11,SE,Sweden,44,12370,4333,0,604577,0
2021-02-12,SE,Sweden,58,12428,3834,0,608411,0
2021-02-13,SE,Sweden,0,12428,0,0,608411,0
2021-02-14,SE,Sweden,0,12428,0,0,608411,0
2021-02-15,SE,Sweden,0,12428,0,0,608411,0
2021-02-16,SE,Sweden,59,12487,9458,0,617869,0
2021-02-17,SE,Sweden,82,12569,4233,0,622102,0
2021-02-18,SE,Sweden,29,12598,4920,0,627022,0
2021-02-19,SE,Sweden,51,12649,4144,0,631166,0
2021-02-20,SE,Sweden,0,12649,0,0,631166,0
2021-02-21,SE,Sweden,0,12649,0,0,631166,0
2021-02-22,SE,Sweden,0,12649,0,0,631166,0
2021-02-23,SE,Sweden,64,12713,10933,0,642099,0
2021-02-24,SE,Sweden,80,12793,5371,0,647470,0
2021-02-25,SE,Sweden,5,12798,4995,0,652465,0
2021-02-26,SE,Sweden,28,12826,4844,0,657309,0
2021-02-27,SE,Sweden,0,12826,0,0,657309,0
2021-02-28,SE,Sweden,0,12826,0,0,657309,0
2021-03-01,SE,Sweden,0,12826,0,0,657309,0
2021-03-02,SE,Sweden,56,12882,11804,0,669113,0
2021-03-03,SE,Sweden,82,12964,6179,0,675292,0
2021-03-04,SE,Sweden,13,12977,4838,0,680130,0
2021-03-05,SE,Sweden,26,13003,4831,0,684961,0
2021-03-06,SE,Sweden,0,13003,0,0,684961,0
2021-03-07,SE,Sweden,0,13003,0,0,684961,0
2021-03-08,SE,Sweden,0,13003,0,0,684961,0
2021-03-09,SE,Sweden,39,13042,11014,0,695975,0
2021-03-10,SE,Sweden,46,13088,5917,0,701892,0
2021-03-11,SE,Sweden,23,13111,5300,0,707192,0
2021-03-12,SE,Sweden,35,13146,5335,0,712527,0
2021-03-13,SE,Sweden,0,13146,0,0,712527,0
2021-03-14,SE,Sweden,0,13146,0,0,712527,0
2021-03-15,SE,Sweden,0,13146,0,0,712527,0
2021-03-16,SE,Sweden,26,13172,12762,0,725289,0
2021-03-17,SE,Sweden,56,13228,6781,0,732070,0
2021-03-18,SE,Sweden,8,13236,6467,0,738537,0
2021-03-19,SE,Sweden,26,13262,5735,0,744272,0
2021-03-20,SE,Sweden,0,13262,0,0,744272,0
2021-03-21,SE,Sweden,0,13262,0,0,744272,0
2021-03-22,SE,Sweden,0,13262,0,0,744272,0
2021-03-23,SE,Sweden,53,13315,14063,0,758335,0
2021-03-24,SE,Sweden,42,13357,7649,0,765984,0
2021-03-25,SE,Sweden,16,13373,7706,0,773690,0
2021-03-26,SE,Sweden,29,13402,6328,0,780018,0
2021-03-27,SE,Sweden,0,13402,0,0,780018,0
2021-03-28,SE,Sweden,0,13402,0,0,780018,0
2021-03-29,SE,Sweden,0,13402,0,0,780018,0
2021-03-30,SE,Sweden,28,13430,16427,0,796445,0
2021-03-31,SE,Sweden,35,13465,8441,0,804886,0
2021-04-01,SE,Sweden,33,13498,8305,0,813191,0
2021-04-02,SE,Sweden,0,13498,0,0,813191,0
2021-04-03,SE,Sweden,0,13498,0,0,813191,0
2021-04-04,SE,Sweden,0,13498,0,0,813191,0
2020-12-01,PA,Panama,19,3098,1505,1056,167311,145518
2020-12-02,PA,Panama,16,3114,2028,1058,169339,146576
2020-12-03,PA,Panama,27,3141,1880,1820,171219,148396
2020-12-04,PA,Panama,13,3154,2388,1655,173607,150051
2020-12-05,PA,Panama,19,3173,2300,1196,175907,151247
2020-12-06,PA,Panama,20,3193,1812,1643,177719,152890
2020-12-07,PA,Panama,19,3212,1511,1440,179230,154330
2020-12-08,PA,Panama,29,3241,1936,1540,181166,155870
2020-12-09,PA,Panama,23,3264,1811,1000,182977,156870
2020-12-10,PA,Panama,23,3287,2447,1018,185424,157888
2020-12-11,PA,Panama,22,3309,2355,1182,187779,159070
2020-12-12,PA,Panama,22,3331,2806,1571,190585,160641
2020-12-13,PA,Panama,25,3356,2422,1464,193007,162105
2020-12-14,PA,Panama,26,3382,1612,1229,194619,163334
2020-12-15,PA,Panama,29,3411,2368,1521,196987,164855
2020-12-16,PA,Panama,28,3439,2960,1745,199947,166600
2020-12-17,PA,Panama,42,3481,3348,1638,203295,168238
2020-12-18,PA,Panama,23,3504,3015,1932,206310,170170
2020-12-19,PA,Panama,23,3527,3274,1575,209584,171745
2020-12-20,PA,Panama,39,3566,2755,1763,212339,173508
2020-12-21,PA,Panama,31,3597,1699,1443,214038,174951
2020-12-22,PA,Panama,35,3632,3164,1477,217202,176428
2020-12-23,PA,Panama,32,3664,3059,1712,220261,178140
2020-12-24,PA,Panama,51,3715,3413,1905,223674,180045
2020-12-25,PA,Panama,41,3756,2986,1704,226660,181749
2020-12-26,PA,Panama,43,3799,2064,1773,228724,183522
2020-12-27,PA,Panama,41,3840,2633,2444,231357,185966
2020-12-28,PA,Panama,52,3892,2348,1586,233705,187552
2020-12-29,PA,Panama,41,3933,4574,2212,238279,189764
2020-12-30,PA,Panama,42,3975,4465,2837,242744,192601
2020-12-31,PA,Panama,47,4022,4046,2537,246790,195138
2021-01-01,PA,Panama,42,4064,2943,2790,249733,197928
2021-01-02,PA,Panama,39,4103,2031,1766,251764,199694
2021-01-03,PA,Panama,37,4140,1972,2122,253736,201816
2021-01-04,PA,Panama,57,4197,2494,1872,256230,203688
2021-01-05,PA,Panama,41,4238,3540,2399,259770,206087
2021-01-06,PA,Panama,45,4283,5186,2533,264956,208620
2021-01-07,PA,Panama,38,4321,4135,4036,269091,212656
2021-01-08,PA,Panama,42,4363,3946,2705,273037,215361
2021-01-09,PA,Panama,43,4406,3735,2183,276772,217544
2021-01-10,PA,Panama,49,4455,2424,1600,279196,219144
2021-01-11,PA,Panama,45,4500,2157,1689,281353,220833
2021-01-12,PA,Panama,61,4561,3740,2802,285093,223635
2021-01-13,PA,Panama,33,4594,3315,3506,288408,227141
2021-01-14,PA,Panama,57,4651,2877,3561,291285,230702
2021-01-15,PA,Panama,38,4689,2307,3593,293592,234295
2021-01-16,PA,Panama,49,4738,2677,2659,296269,236954
2021-01-17,PA,Panama,49,4787,1750,2045,298019,238999
2021-01-18,PA,Panama,41,4828,1342,2129,299361,241128
2021-01-19,PA,Panama,36,4864,2173,2029,301534,243157
2021-01-20,PA,Panama,48,4912,2243,3295,303777,246452
2021-01-21,PA,Panama,32,4944,1975,3763,305752,250215
2021-01-22,PA,Panama,36,4980,2041,3288,307793,253503
2021-01-23,PA,Panama,54,5034,2058,3094,309851,256597
2021-01-24,PA,Panama,29,5063,1393,2498,311244,259095
2021-01-25,PA,Panama,35,5098,914,2196,312158,261291
2021-01-26,PA,Panama,39,5137,1676,2204,313834,263495
2021-01-27,PA,Panama,39,5176,1566,3039,315400,266534
2021-01-28,PA,Panama,20,5196,1408,3103,316808,269637
2021-01-29,PA,Panama,25,5221,1445,2543,318253,272180
2021-01-30,PA,Panama,23,5244,1200,2626,319453,274806
2021-01-31,PA,Panama,26,5270,926,1611,320379,276417
2021-02-01,PA,Panama,26,5296,724,2025,321103,278442
2021-02-02,PA,Panama,43,5339,1098,2385,322201,280827
2021-02-03,PA,Panama,27,5366,1181,2471,323382,283298
2021-02-04,PA,Panama,25,5391,1107,2192,324489,285490
2021-02-05,PA,Panama,35,5426,998,2356,325487,287846
2021-02-06,PA,Panama,29,5455,977,2278,326464,290124
2021-02-07,PA,Panama,25,5480,627,2178,327091,292302
2021-02-08,PA,Panama,26,5506,563,2108,327654,294410
2021-02-09,PA,Panama,25,5531,822,3240,328476,297650
2021-02-10,PA,Panama,19,5550,891,2960,329367,300610
2021-02-11,PA,Panama,22,5572,708,3000,330075,303610
2021-02-12,PA,Panama,23,5595,910,3024,330985,306634
2021-02-13,PA,Panama,26,5621,707,2662,331692,309296
2021-02-14,PA,Panama,15,5636,487,2487,332179,311783
2021-02-15,PA,Panama,6,5642,500,2000,332679,313783
2021-02-16,PA,Panama,13,5655,572,1014,333251,314797
2021-02-17,PA,Panama,17,5672,504,1251,333755,316048
2021-02-18,PA,Panama,22,5694,708,1384,334463,317432
2021-02-19,PA,Panama,17,5711,876,1363,335339,318795
2021-02-20,PA,Panama,16,5727,698,1026,336037,319821
2021-02-21,PA,Panama,15,5742,484,847,336521,320668
2021-02-22,PA,Panama,14,5756,566,771,337087,321439
2021-02-23,PA,Panama,16,5772,718,799,337805,322238
2021-02-24,PA,Panama,17,5789,896,1045,338701,323283
2021-02-25,PA,Panama,21,5810,682,873,339383,324156
2021-02-26,PA,Panama,10,5820,398,680,339781,324836
2021-02-27,PA,Panama,11,5831,664,655,340445,325491
2021-02-28,PA,Panama,14,5845,470,722,340915,326213
2021-03-01,PA,Panama,13,5858,505,1104,341420,327317
2021-03-02,PA,Panama,13,5871,599,783,342019,328100
2021-03-03,PA,Panama,13,5884,722,845,342741,328945
2021-03-04,PA,Panama,11,5895,540,764,343281,329709
2021-03-05,PA,Panama,12,5907,462,765,343743,330474
2021-03-06,PA,Panama,3,5910,734,759,344477,331233
2021-03-07,PA,Panama,13,5923,357,529,344834,331762
2021-03-08,PA,Panama,11,5934,402,457,345236,332219
2021-03-09,PA,Panama,10,5944,523,786,345759,333005
2021-03-10,PA,Panama,13,5957,542,670,346301,333675
2021-03-11,PA,Panama,15,5972,474,581,346775,334256
2021-03-12,PA,Panama,9,5981,451,539,347226,334795
2021-03-13,PA,Panama,6,5987,415,607,347641,335402
2021-03-14,PA,Panama,7,5994,278,448,347919,335850
2021-03-15,PA,Panama,11,6005,236,427,348155,336277
2021-03-16,PA,Panama,4,6009,425,733,348580,337010
2021-03-17,PA,Panama,9,6018,440,620,349020,337630
2021-03-18,PA,Panama,7,6025,485,551,349505,338181
2021-03-19,PA,Panama,10,6035,715,564,350220,338745
2021-03-20,PA,Panama,7,6042,445,494,350665,339239
2021-03-21,PA,Panama,2,6044,326,326,350991,339565
2021-03-22,PA,Panama,8,6052,222,396,351213,339961
2021-03-23,PA,Panama,8,6060,454,532,351667,340493
2021-03-24,PA,Panama,5,6065,415,481,352082,340974
2021-03-25,PA,Panama,8,6073,497,502,352579,341476
2021-03-26,PA,Panama,14,6087,438,424,353017,341900
2021-03-27,PA,Panama,3,6090,480,479,353497,342379
2021-03-28,PA,Panama,10,6100,342,395,353839,342774
2021-03-29,PA,Panama,3,6103,246,283,354085,343057
2021-03-30,PA,Panama,6,6109,519,444,354604,343501
2021-03-31,PA,Panama,5,6114,447,403,355051,343904
2021-04-01,PA,Panama,5,6119,448,423,355499,344327
2021-04-02,PA,Panama,7,6126,351,374,355850,344701
2021-04-03,PA,Panama,5,6131,223,419,356073,345120
2021-04-04,PA,Panama,4,6135,304,373,356377,345493
2020-12-01,SG,Singapore,0,29,10,5,58228,58139
2020-12-02,SG,Singapore,0,29,2,5,58230,58144
2020-12-03,SG,Singapore,0,29,9,1,58239,58145
2020-12-04,SG,Singapore,0,29,3,7,58242,58152
2020-12-05,SG,Singapore,0,29,13,6,58255,58158
2020-12-06,SG,Singapore,0,29,5,2,58260,58160
2020-12-07,SG,Singapore,0,29,13,8,58273,58168
2020-12-08,SG,Singapore,0,29,12,8,58285,58176
2020-12-09,SG,Singapore,0,29,6,6,58291,58182
2020-12-10,SG,Singapore,0,29,6,6,58297,58188
2020-12-11,SG,Singapore,0,29,8,4,58305,58192
2020-12-12,SG,Singapore,0,29,8,5,58313,58197
2020-12-13,SG,Singapore,0,29,7,11,58320,58208
2020-12-14,SG,Singapore,0,29,5,2,58325,58210
2020-12-15,SG,Singapore,0,29,16,23,58341,58233
2020-12-16,SG,Singapore,0,29,12,5,58353,58238
2020-12-17,SG,Singapore,0,29,24,14,58377,58252
2020-12-18,SG,Singapore,0,29,9,13,58386,58265
2020-12-19,SG,Singapore,0,29,17,9,58403,58274
2020-12-20,SG,Singapore,0,29,19,5,58422,58279
2020-12-21,SG,Singapore,0,29,10,8,58432,58287
2020-12-22,SG,Singapore,0,29,29,17,58461,58304
2020-12-23,SG,Singapore,0,29,21,18,58482,58322
2020-12-24,SG,Singapore,0,29,13,10,58495,58332
2020-12-25,SG,Singapore,0,29,14,20,58509,58352
2020-12-26,SG,Singapore,0,29,10,10,58519,58362
2020-12-27,SG,Singapore,0,29,5,8,58524,58370
2020-12-28,SG,Singapore,0,29,5,16,58529,58386
2020-12-29,SG,Singapore,0,29,13,14,58542,58400
2020-12-30,SG,Singapore,0,29,27,11,58569,58411
2020-12-31,SG,Singapore,0,29,30,38,58599,58449
2021-01-01,SG,Singapore,0,29,30,0,58629,58449
2021-01-02,SG,Singapore,0,29,33,27,58662,58476
2021-01-03,SG,Singapore,0,29,35,11,58697,58487
2021-01-04,SG,Singapore,0,29,24,10,58721,58497
2021-01-05,SG,Singapore,0,29,28,20,58749,58517
2021-01-06,SG,Singapore,0,29,31,24,58780,58541
2021-01-07,SG,Singapore,0,29,33,21,58813,58562
2021-01-08,SG,Singapore,0,29,23,18,58836,58580
2021-01-09,SG,Singapore,0,29,29,31,58865,58611
2021-01-10,SG,Singapore,0,29,42,25,58907,58636
2021-01-11,SG,Singapore,0,29,22,32,58929,58668
2021-01-12,SG,Singapore,0,29,17,26,58946,58694
2021-01-13,SG,Singapore,0,29,38,28,58984,58722
2021-01-14,SG,Singapore,0,29,45,35,59029,58757
2021-01-15,SG,Singapore,0,29,30,14,59059,58771
2021-01-16,SG,Singapore,0,29,24,13,59083,58784
2021-01-17,SG,Singapore,0,29,30,62,59113,58846
2021-01-18,SG,Singapore,0,29,14,22,59127,58868
2021-01-19,SG,Singapore,0,29,30,26,59157,58894
2021-01-20,SG,Singapore,0,29,40,32,59197,58926
2021-01-21,SG,Singapore,0,29,38,33,59235,58959
2021-01-22,SG,Singapore,0,29,15,24,59250,58983
2021-01-23,SG,Singapore,0,29,10,32,59260,59015
2021-01-24,SG,Singapore,0,29,48,26,59308,59041
2021-01-25,SG,Singapore,0,29,44,25,59352,59066
2021-01-26,SG,Singapore,0,29,14,20,59366,59086
2021-01-27,SG,Singapore,0,29,25,18,59391,59104
2021-01-28,SG,Singapore,0,29,34,44,59425,59148
2021-01-29,SG,Singapore,0,29,24,33,59449,59181
2021-01-30,SG,Singapore,0,29,58,15,59507,59196
2021-01-31,SG,Singapore,0,29,29,32,59536,59228
2021-02-01,SG,Singapore,0,29,29,43,59565,59271
2021-02-02,SG,Singapore,0,29,19,30,59584,59301
2021-02-03,SG,Singapore,0,29,18,19,59602,59320
2021-02-04,SG,Singapore,0,29,22,28,59624,59348
2021-02-05,SG,Singapore,0,29,25,25,59649,59373
2021-02-06,SG,Singapore,0,29,26,32,59675,59405
2021-02-07,SG,Singapore,0,29,24,28,59699,59433
2021-02-08,SG,Singapore,0,29,22,51,59721,59484
2021-02-09,SG,Singapore,0,29,11,22,59732,59506
2021-02-10,SG,Singapore,0,29,15,20,59747,59526
2021-02-11,SG,Singapore,0,29,12,32,59759,59558
2021-02-12,SG,Singapore,0,29,18,11,59777,59569
2021-02-13,SG,Singapore,0,29,9,35,59786,59604
2021-02-14,SG,Singapore,0,29,14,17,59800,59621
2021-02-15,SG,Singapore,0,29,9,20,59809,59641
2021-02-16,SG,Singapore,0,29,1,20,59810,59661
2021-02-17,SG,Singapore,0,29,11,15,59821,59676
2021-02-18,SG,Singapore,0,29,11,3,59832,59679
2021-02-19,SG,Singapore,0,29,14,18,59846,59697
2021-02-20,SG,Singapore,0,29,12,22,59858,59719
2021-02-21,SG,Singapore,0,29,11,12,59869,59731
2021-02-22,SG,Singapore,0,29,10,15,59879,59746
2021-02-23,SG,Singapore,0,29,4,7,59883,59753
2021-02-24,SG,Singapore,0,29,7,8,59890,59761
2021-02-25,SG,Singapore,0,29,10,24,59900,59785
2021-02-26,SG,Singapore,0,29,13,18,59913,59803
2021-02-27,SG,Singapore,0,29,12,13,59925,59816
2021-02-28,SG,Singapore,0,29,11,7,59936,59823
2021-03-01,SG,Singapore,0,29,12,7,59948,59830
2021-03-02,SG,Singapore,0,29,8,12,59956,59842
2021-03-03,SG,Singapore,0,29,23,7,59979,59849
2021-03-04,SG,Singapore,0,29,19,8,59998,59857
2021-03-05,SG,Singapore,0,29,9,13,60007,59870
2021-03-06,SG,Singapore,0,29,13,9,60020,59879
2021-03-07,SG,Singapore,0,29,13,15,60033,59894
2021-03-08,SG,Singapore,0,29,13,6,60046,59900
2021-03-09,SG,Singapore,0,29,6,5,60052,59905
2021-03-10,SG,Singapore,0,29,10,6,60062,59911
2021-03-11,SG,Singapore,0,29,8,28,60070,59939
2021-03-12,SG,Singapore,0,29,10,11,60080,59950
2021-03-13,SG,Singapore,1,30,8,11,60088,59961
2021-03-14,SG,Singapore,0,30,17,7,60105,59968
2021-03-15,SG,Singapore,0,30,12,6,60117,59974
2021-03-16,SG,Singapore,0,30,11,10,60128,59984
2021-03-17,SG,Singapore,0,30,9,17,60137,60001
2021-03-18,SG,Singapore,0,30,15,13,60152,60014
2021-03-19,SG,Singapore,0,30,15,5,60167,60019
2021-03-20,SG,Singapore,0,30,17,3,60184,60022
2021-03-21,SG,Singapore,0,30,12,16,60196,60038
2021-03-22,SG,Singapore,0,30,12,13,60208,60051
2021-03-23,SG,Singapore,0,30,13,12,60221,60063
2021-03-24,SG,Singapore,0,30,15,15,60236,60078
2021-03-25,SG,Singapore,0,30,17,8,60253,60086
2021-03-26,SG,Singapore,0,30,12,17,60265,60103
2021-03-27,SG,Singapore,0,30,23,10,60288,60113
2021-03-28,SG,Singapore,0,30,12,9,60300,60122
2021-03-29,SG,Singapore,0,30,21,9,60321,60131
2021-03-30,SG,Singapore,0,30,26,7,60347,60138
2021-03-31,SG,Singapore,0,30,34,11,60381,60149
2021-04-01,SG,Singapore,0,30,26,12,60407,60161
2021-04-02,SG,Singapore,0,30,43,15,60450,60176
2021-04-03,SG,Singapore,0,30,18,9,60468,60185
2021-04-04,SG,Singapore,0,30,10,17,60478,60202
2020-12-01,SA,Saudi Arabia,11,5907,263,374,357623,347176
2020-12-02,SA,Saudi Arabia,12,5919,249,337,357872,347513
2020-12-03,SA,Saudi Arabia,11,5930,230,368,358102,347881
2020-12-04,SA,Saudi Arabia,10,5940,234,357,358336,348238
2020-12-05,SA,Saudi Arabia,14,5954,190,324,358526,348562
2020-12-06,SA,Saudi Arabia,11,5965,187,317,358713,348879
2020-12-07,SA,Saudi Arabia,12,5977,209,289,358922,349168
2020-12-08,SA,Saudi Arabia,12,5989,193,246,359115,349414
2020-12-09,SA,Saudi Arabia,13,6002,159,210,359274,349624
2020-12-10,SA,Saudi Arabia,10,6012,141,248,359415,349872
2020-12-11,SA,Saudi Arabia,11,6023,168,236,359583,350108
2020-12-12,SA,Saudi Arabia,13,6036,166,239,359749,350347
2020-12-13,SA,Saudi Arabia,12,6048,139,202,359888,350549
2020-12-14,SA,Saudi Arabia,11,6059,125,243,360013,350792
2020-12-15,SA,Saudi Arabia,10,6069,142,201,360155,350993
2020-12-16,SA,Saudi Arabia,11,6080,180,199,360335,351192
2020-12-17,SA,Saudi Arabia,11,6091,181,173,360516,351365
2020-12-18,SA,Saudi Arabia,10,6101,174,208,360690,351573
2020-12-19,SA,Saudi Arabia,11,6112,158,149,360848,351722
