dateofrecord,country_code,country_name,dailydeceased,totaldeceased,dailyconfirmed,dailyrecovered,totalconfirmed,totalrecovered
2020-12-28,PT,Portugal,58,6677,2093,1936,396666,321682
2020-12-29,PT,Portugal,74,6751,3336,6112,400002,327794
2020-12-30,PT,Portugal,79,6830,6049,3222,406051,331016
2020-12-31,PT,Portugal,76,6906,7627,3260,413678,334276
2021-01-01,PT,Portugal,66,6972,6951,4392,420629,338668
2021-01-02,PT,Portugal,73,7045,3241,1482,423870,340150
2021-01-03,PT,Portugal,73,7118,3384,2385,427254,342535
2021-01-04,PT,Portugal,78,7196,4369,1884,431623,344419
2021-01-05,PT,Portugal,90,7286,4956,4691,436579,349110
2021-01-06,PT,Portugal,91,7377,10027,3115,446606,352225
2021-01-07,PT,Portugal,95,7472,9927,3476,456533,355701
2021-01-08,PT,Portugal,118,7590,10176,4480,466709,360181
2021-01-09,PT,Portugal,111,7701,9478,5899,476187,366080
2021-01-10,PT,Portugal,102,7803,7502,3028,483689,369108
2021-01-11,PT,Portugal,122,7925,5604,2948,489293,372056
2021-01-12,PT,Portugal,155,8080,7259,6028,496552,378084
2021-01-13,PT,Portugal,156,8236,10556,4460,507108,382544
2021-01-14,PT,Portugal,148,8384,10698,5063,517806,387607
2021-01-15,PT,Portugal,159,8543,10663,6458,528469,394065
2021-01-16,PT,Portugal,166,8709,10947,8477,539416,402542
2021-01-17,PT,Portugal,152,8861,10385,4387,549801,406929
2021-01-18,PT,Portugal,167,9028,6702,4660,556503,411589
2021-01-19,PT,Portugal,218,9246,10455,10282,566958,421871
2021-01-20,PT,Portugal,219,9465,14647,6493,581605,428364
2021-01-21,PT,Portugal,221,9686,13544,5873,595149,434237
2021-01-22,PT,Portugal,234,9920,13987,7319,609136,441556
2021-01-23,PT,Portugal,274,10194,15333,9768,624469,451324
2021-01-24,PT,Portugal,275,10469,11721,5167,636190,456491
2021-01-25,PT,Portugal,252,10721,6923,5266,643113,461757
2021-01-26,PT,Portugal,291,11012,10765,13728,653878,475485
2021-01-27,PT,Portugal,293,11305,15073,9268,668951,484753
2021-01-28,PT,Portugal,303,11608,16432,8946,685383,493699
2021-01-29,PT,Portugal,278,11886,13200,11187,698583,504886
2021-01-30,PT,Portugal,293,12179,12435,14014,711018,518900
2021-01-31,PT,Portugal,303,12482,9498,7511,720516,526411
2021-02-01,PT,Portugal,275,12757,5805,7973,726321,534384
2021-02-02,PT,Portugal,260,13017,5540,17572,731861,551956
2021-02-03,PT,Portugal,240,13257,9083,11218,740944,563174
2021-02-04,PT,Portugal,225,13482,7914,10760,748858,573934
2021-02-05,PT,Portugal,258,13740,6916,11342,755774,585276
2021-02-06,PT,Portugal,214,13954,6132,14317,761906,599593
2021-02-07,PT,Portugal,204,14158,3508,6573,765414,606166
2021-02-08,PT,Portugal,196,14354,2505,6755,767919,612921
2021-02-09,PT,Portugal,203,14557,2583,15157,770502,628078
2021-02-10,PT,Portugal,161,14718,4387,8781,774889,636859
2021-02-11,PT,Portugal,167,14885,3480,8263,778369,645122
2021-02-12,PT,Portugal,149,15034,2854,7617,781223,652739
2021-02-13,PT,Portugal,149,15183,2856,8786,784079,661525
2021-02-14,PT,Portugal,138,15321,1677,3791,785756,665316
2021-02-15,PT,Portugal,90,15411,1303,3538,787059,668854
2021-02-16,PT,Portugal,111,15522,1502,8865,788561,677719
2021-02-17,PT,Portugal,127,15649,2324,5342,790885,683061
2021-02-18,PT,Portugal,105,15754,1944,4401,792829,687462
2021-02-19,PT,Portugal,67,15821,1940,4404,794769,691866
2021-02-20,PT,Portugal,76,15897,1570,5050,796339,696916
2021-02-21,PT,Portugal,65,15962,1186,2306,797525,699222
2021-02-22,PT,Portugal,61,16023,549,2187,798074,701409
2021-02-23,PT,Portugal,63,16086,1032,4567,799106,705976
2021-02-24,PT,Portugal,50,16136,1480,3078,800586,709054
2021-02-25,PT,Portugal,49,16185,1160,2659,801746,711713
2021-02-26,PT,Portugal,58,16243,1027,2780,802773,714493
2021-02-27,PT,Portugal,33,16276,1071,2820,803844,717313
2021-02-28,PT,Portugal,41,16317,718,1664,804562,718977
2021-03-01,PT,Portugal,34,16351,394,1258,804956,720235
2021-03-02,PT,Portugal,38,16389,691,3230,805647,723465
2021-03-03,PT,Portugal,41,16430,979,1934,806626,725399
2021-03-04,PT,Portugal,28,16458,830,1654,807456,727053
2021-03-05,PT,Portugal,28,16486,949,1606,808405,728659
2021-03-06,PT,Portugal,26,16512,1007,1942,809412,730601
2021-03-07,PT,Portugal,28,16540,682,966,810094,731567
2021-03-08,PT,Portugal,25,16565,365,779,810459,732346
2021-03-09,PT,Portugal,30,16595,847,1872,811306,734218
2021-03-10,PT,Portugal,22,16617,642,3961,811948,738179
2021-03-11,PT,Portugal,18,16635,627,6017,812575,744196
2021-03-12,PT,Portugal,15,16650,577,5574,813152,749770
2021-03-13,PT,Portugal,19,16669,564,6489,813716,756259
2021-03-14,PT,Portugal,15,16684,541,3158,814257,759417
2021-03-15,PT,Portugal,10,16694,256,2371,814513,761788
2021-03-16,PT,Portugal,13,16707,384,1173,814897,762961
2021-03-17,PT,Portugal,15,16722,673,1058,815570,764019
2021-03-18,PT,Portugal,21,16743,485,580,816055,764599
2021-03-19,PT,Portugal,11,16754,568,1571,816623,766170
2021-03-20,PT,Portugal,8,16762,457,754,817080,766924
2021-03-21,PT,Portugal,6,16768,450,395,817530,767319
2021-03-22,PT,Portugal,16,16784,248,555,817778,767874
2021-03-23,PT,Portugal,10,16794,434,1212,818212,769086
2021-03-24,PT,Portugal,11,16805,575,752,818787,769838
2021-03-25,PT,Portugal,9,16814,423,610,819210,770448
2021-03-26,PT,Portugal,5,16819,488,891,819698,771339
2021-03-27,PT,Portugal,8,16827,344,3668,820042,775007
2021-03-28,PT,Portugal,10,16837,365,384,820407,775391
2021-03-29,PT,Portugal,6,16843,309,458,820716,775849
2021-03-30,PT,Portugal,2,16845,388,1654,821104,777503
2021-03-31,PT,Portugal,3,16848,618,707,821722,778210
2021-04-01,PT,Portugal,11,16859,592,702,822314,778912
2021-04-02,PT,Portugal,9,16868,548,743,822862,779655
2021-04-03,PT,Portugal,7,16875,280,318,823142,779973
2021-04-04,PT,Portugal,4,16879,193,349,823335,780322
2020-12-01,US,United States,0,25,1,1,2060,1963
2020-12-02,US,United States,0,25,9,11,2069,1974
2020-12-03,US,United States,0,25,0,9,2069,1983
2020-12-04,US,United States,0,25,9,11,2078,1994
2020-12-05,US,United States,0,25,0,3,2078,1997
2020-12-06,US,United States,0,25,1,1,2079,1998
2020-12-07,US,United States,0,25,6,8,2085,2006
2020-12-08,US,United States,0,25,3,2,2088,2008
2020-12-09,US,United States,0,25,0,0,2088,2008
2020-12-10,US,United States,0,25,4,2,2092,2010
2020-12-11,US,United States,0,25,0,0,2092,2010
2020-12-12,US,United States,0,25,4,5,2096,2015
2020-12-13,US,United States,0,25,0,0,2096,2015
2020-12-14,US,United States,0,25,0,0,2096,2015
2020-12-15,US,United States,0,25,4,17,2100,2032
2020-12-16,US,United States,0,25,0,0,2100,2032
2020-12-17,US,United States,0,25,10,2,2110,2034
2020-12-18,US,United States,0,25,0,0,2110,2034
2020-12-19,US,United States,0,25,6,2,2116,2036
2020-12-20,US,United States,0,25,5,1,2121,2037
2020-12-21,US,United States,0,25,0,0,2121,2037
2020-12-22,US,United States,0,25,7,17,2128,2054
2020-12-23,US,United States,0,25,0,0,2128,2054
2020-12-24,US,United States,0,25,0,0,2128,2054
2020-12-25,US,United States,0,25,0,0,2128,2054
2020-12-26,US,United States,0,25,16,15,2144,2069
2020-12-27,US,United States,0,25,0,0,2144,2069
2020-12-28,US,United States,0,25,7,8,2151,2077
2020-12-29,US,United States,0,25,0,0,2151,2077
2020-12-30,US,United States,0,25,11,5,2162,2082
2020-12-31,US,United States,0,25,0,0,2162,2082
2021-01-01,US,United States,0,25,0,0,2162,2082
2021-01-02,US,United States,0,25,19,2,2181,2084
2021-01-03,US,United States,0,25,0,0,2181,2084
2021-01-04,US,United States,0,25,5,16,2186,2100
2021-01-05,US,United States,0,25,0,0,2186,2100
2021-01-06,US,United States,0,25,2,1,2188,2101
2021-01-07,US,United States,0,25,0,0,2188,2101
2021-01-08,US,United States,0,25,0,0,2188,2101
2021-01-09,US,United States,0,25,31,18,2219,2119
2021-01-10,US,United States,0,25,3,1,2222,2120
2021-01-11,US,United States,0,25,0,0,2222,2120
2021-01-12,US,United States,0,25,6,21,2228,2141
2021-01-13,US,United States,0,25,0,0,2228,2141
2021-01-14,US,United States,0,25,18,4,2246,2145
2021-01-15,US,United States,0,25,0,0,2246,2145
2021-01-16,US,United States,0,25,10,4,2256,2149
2021-01-17,US,United States,0,25,6,3,2262,2152
2021-01-18,US,United States,0,25,0,0,2262,2152
2021-01-19,US,United States,0,25,5,14,2267,2166
2021-01-20,US,United States,0,25,0,0,2267,2166
2021-01-21,US,United States,0,25,9,12,2276,2178
2021-01-22,US,United States,0,25,0,0,2276,2178
2021-01-23,US,United States,0,25,7,1,2283,2179
2021-01-24,US,United States,0,25,5,20,2288,2199
2021-01-25,US,United States,0,25,2,1,2290,2200
2021-01-26,US,United States,0,25,5,1,2295,2201
2021-01-27,US,United States,0,25,4,4,2299,2205
2021-01-28,US,United States,0,25,6,3,2305,2208
2021-01-29,US,United States,0,25,0,0,2303,2207
2021-01-30,US,United States,0,25,1,1,2304,2208
2021-01-31,US,United States,0,25,0,0,2304,2208
2021-02-01,US,United States,0,25,3,2,2307,2210
2021-02-02,US,United States,0,25,1,12,2308,2222
2021-02-03,US,United States,0,25,5,6,2313,2228
2021-02-04,US,United States,0,25,2,0,2315,2228
2021-02-05,US,United States,0,25,0,0,2315,2228
2021-02-06,US,United States,0,25,5,1,2320,2229
2021-02-07,US,United States,0,25,0,0,2320,2229
2021-02-08,US,United States,0,25,2,1,2322,2230
2021-02-09,US,United States,0,25,2,10,2324,2240
2021-02-10,US,United States,0,25,0,5,2324,2245
2021-02-11,US,United States,0,25,2,12,2326,2257
2021-02-12,US,United States,0,25,2,1,2328,2258
2021-02-13,US,United States,0,25,2,0,2330,2258
2021-02-14,US,United States,0,25,6,6,2336,2264
2021-02-15,US,United States,1,26,1,1,2337,2265
2021-02-16,US,United States,0,26,3,0,2340,2265
2021-02-17,US,United States,0,26,4,7,2344,2272
2021-02-18,US,United States,0,26,4,0,2348,2272
2021-02-19,US,United States,0,26,2,1,2350,2273
2021-02-20,US,United States,0,26,0,0,2350,2273
2021-02-21,US,United States,0,26,7,4,2357,2277
2021-02-22,US,United States,0,26,6,0,2363,2277
2021-02-23,US,United States,0,26,2,0,2365,2277
2021-02-24,US,United States,0,26,3,0,2368,2277
2021-02-25,US,United States,0,26,3,1,2371,2278
2021-02-26,US,United States,0,26,1,2,2372,2280
2021-02-27,US,United States,0,26,4,5,2376,2285
2021-02-28,US,United States,0,26,2,0,2378,2285
2021-03-01,US,United States,0,26,4,2,2382,2287
2021-03-02,US,United States,0,26,2,9,2384,2296
2021-03-03,US,United States,0,26,5,0,2389,2295
2021-03-04,US,United States,0,26,0,0,2389,2295
2021-03-05,US,United States,0,26,9,6,2398,2301
2021-03-06,US,United States,0,26,1,0,2399,2301
2021-03-07,US,United States,0,26,6,0,2405,2301
2021-03-08,US,United States,0,26,4,3,2409,2304
2021-03-09,US,United States,0,26,1,0,2410,2304
2021-03-10,US,United States,0,26,6,1,2416,2305
2021-03-11,US,United States,0,26,1,0,2417,2305
2021-03-12,US,United States,0,26,5,3,2422,2308
2021-03-13,US,United States,0,26,1,2,2423,2310
2021-03-14,US,United States,0,26,7,1,2430,2311
2021-03-15,US,United States,0,26,2,0,2432,2311
2021-03-16,US,United States,0,26,2,0,2434,2311
2021-03-17,US,United States,0,26,0,0,2434,2311
2021-03-18,US,United States,0,26,10,52,2444,2363
2021-03-19,US,United States,0,26,0,0,2444,2363
2021-03-20,US,United States,0,26,9,6,2453,2369
2021-03-21,US,United States,0,26,9,4,2462,2373
2021-03-22,US,United States,0,26,0,0,2462,2373
2021-03-23,US,United States,0,26,8,4,2470,2377
2021-03-24,US,United States,0,26,6,2,2476,2379
2021-03-25,US,United States,0,26,3,0,2479,2379
2021-03-26,US,United States,0,26,2,2,2481,2381
2021-03-27,US,United States,0,26,1,0,2482,2381
2021-03-28,US,United States,0,26,11,0,2493,2381
2021-03-29,US,United States,0,26,2,8,2495,2389
2021-03-30,US,United States,0,26,2,10,2497,2399
2021-03-31,US,United States,0,26,4,9,2501,2408
2021-04-01,US,United States,0,26,0,0,2501,2408
2021-04-02,US,United States,0,26,0,0,2501,2408
2021-04-03,US,United States,0,26,0,0,2501,2408
2021-04-04,US,United States,0,26,6,12,2507,2420
2020-12-01,NO,Norway,2,334,441,0,36591,17998
2020-12-02,NO,Norway,17,351,378,0,36969,17998
2020-12-03,NO,Norway,2,353,402,0,37371,17998
2020-12-04,NO,Norway,1,354,430,0,37801,17998
2020-12-05,NO,Norway,0,354,272,0,38073,17998
2020-12-06,NO,Norway,0,354,250,0,38323,17998
2020-12-07,NO,Norway,5,359,380,0,38703,17998
2020-12-08,NO,Norway,2,361,460,0,39163,17998
2020-12-09,NO,Norway,0,361,362,0,39525,17998
2020-12-10,NO,Norway,21,382,498,0,40023,17998
2020-12-11,NO,Norway,5,387,416,0,40439,17998
2020-12-12,NO,Norway,0,387,364,0,40803,17998
2020-12-13,NO,Norway,0,387,200,0,41003,17998
2020-12-14,NO,Norway,6,393,331,0,41334,17998
2020-12-15,NO,Norway,2,395,518,0,41852,17998
2020-12-16,NO,Norway,7,402,460,0,42312,17998
2020-12-17,NO,Norway,2,404,464,0,42776,17998
2020-12-18,NO,Norway,0,404,431,0,43207,17998
2020-12-19,NO,Norway,0,404,375,0,43582,17998
2020-12-20,NO,Norway,0,404,323,0,43905,17998
2020-12-21,NO,Norway,1,405,431,0,44336,17998
2020-12-22,NO,Norway,0,405,596,0,44932,17998
2020-12-23,NO,Norway,16,421,523,0,45455,17998
2020-12-24,NO,Norway,0,421,476,0,45931,17998
2020-12-25,NO,Norway,0,421,317,0,46248,17998
2020-12-26,NO,Norway,0,421,430,0,46678,17998
2020-12-27,NO,Norway,0,421,381,0,47059,17998
2020-12-28,NO,Norway,8,429,526,0,47585,17998
2020-12-29,NO,Norway,4,433,693,0,48278,17998
2020-12-30,NO,Norway,3,436,732,0,49010,17998
2020-12-31,NO,Norway,0,436,557,0,49567,17998
2021-01-01,NO,Norway,0,436,236,0,49803,17998
2021-01-02,NO,Norway,0,436,463,0,50266,17998
2021-01-03,NO,Norway,0,436,450,0,50716,17998
2021-01-04,NO,Norway,13,449,529,0,51245,17998
2021-01-05,NO,Norway,3,452,935,0,52180,17998
2021-01-06,NO,Norway,13,465,787,0,52967,17998
2021-01-07,NO,Norway,2,467,825,0,53792,17998
2021-01-08,NO,Norway,5,472,684,0,54476,17998
2021-01-09,NO,Norway,0,472,443,0,54919,17998
2021-01-10,NO,Norway,0,472,555,0,55474,17998
2021-01-11,NO,Norway,6,478,429,0,55903,17998
2021-01-12,NO,Norway,4,482,712,0,56615,17998
2021-01-13,NO,Norway,27,509,667,0,57282,17998
2021-01-14,NO,Norway,2,511,454,0,57736,17998
2021-01-15,NO,Norway,6,517,466,0,58202,17998
2021-01-16,NO,Norway,0,517,243,0,58445,17998
2021-01-17,NO,Norway,0,517,206,0,58651,17998
2021-01-18,NO,Norway,4,521,383,0,59034,17998
2021-01-19,NO,Norway,4,525,422,0,59456,17998
2021-01-20,NO,Norway,18,543,431,0,59887,17998
2021-01-21,NO,Norway,1,544,372,0,60259,17998
2021-01-22,NO,Norway,0,544,306,0,60565,17998
2021-01-23,NO,Norway,0,544,238,0,60803,17998
2021-01-24,NO,Norway,0,544,279,0,61082,17998
2021-01-25,NO,Norway,4,548,233,0,61315,17998
2021-01-26,NO,Norway,2,550,279,0,61594,17998
2021-01-27,NO,Norway,6,556,367,0,61961,17998
2021-01-28,NO,Norway,1,557,315,0,62276,17998
2021-01-29,NO,Norway,7,564,299,0,62575,17998
2021-01-30,NO,Norway,0,564,218,0,62793,17998
2021-01-31,NO,Norway,0,564,173,0,62966,17998
2021-02-01,NO,Norway,3,567,296,0,63262,17998
2021-02-02,NO,Norway,1,568,291,0,63553,17998
2021-02-03,NO,Norway,6,574,286,0,63839,17998
2021-02-04,NO,Norway,8,582,373,0,64212,17998
2021-02-05,NO,Norway,0,582,271,0,64483,17998
2021-02-06,NO,Norway,0,582,170,0,64653,17998
2021-02-07,NO,Norway,0,582,119,0,64772,17998
2021-02-08,NO,Norway,0,582,346,0,65118,17998
2021-02-09,NO,Norway,1,583,220,0,65338,17998
2021-02-10,NO,Norway,9,592,209,0,65547,17998
2021-02-11,NO,Norway,0,592,264,0,65811,17998
2021-02-12,NO,Norway,0,592,425,0,66236,17998
2021-02-13,NO,Norway,0,592,156,0,66392,17998
2021-02-14,NO,Norway,0,592,109,0,66501,17998
2021-02-15,NO,Norway,1,593,353,0,66854,17998
2021-02-16,NO,Norway,0,593,286,0,67140,17998
2021-02-17,NO,Norway,14,607,358,0,67498,17998
2021-02-18,NO,Norway,0,607,326,0,67824,17998
2021-02-19,NO,Norway,0,607,283,0,68107,17998
2021-02-20,NO,Norway,0,607,208,0,68315,17998
2021-02-21,NO,Norway,0,607,217,0,68532,17998
2021-02-22,NO,Norway,1,608,226,0,68758,17998
2021-02-23,NO,Norway,0,608,390,0,69148,17998
2021-02-24,NO,Norway,12,620,341,0,69489,17998
2021-02-25,NO,Norway,0,620,551,0,70040,17998
2021-02-26,NO,Norway,2,622,524,0,70564,17998
2021-02-27,NO,Norway,0,622,262,0,70826,17998
2021-02-28,NO,Norway,0,622,180,0,71006,17998
2021-03-01,NO,Norway,1,623,729,0,71735,17998
2021-03-02,NO,Norway,0,623,499,0,72234,17998
2021-03-03,NO,Norway,9,632,689,0,72923,17998
2021-03-04,NO,Norway,0,632,570,0,73493,17998
2021-03-05,NO,Norway,0,632,690,0,74183,17998
2021-03-06,NO,Norway,0,632,363,0,74546,17998
2021-03-07,NO,Norway,0,632,396,0,74942,17998
2021-03-08,NO,Norway,0,632,828,0,75770,17998
2021-03-09,NO,Norway,0,632,714,0,76484,17998
2021-03-10,NO,Norway,0,632,685,0,77169,17998
2021-03-11,NO,Norway,7,639,872,0,78041,17998
2021-03-12,NO,Norway,0,639,905,0,78946,17998
2021-03-13,NO,Norway,0,639,854,0,79800,17998
2021-03-14,NO,Norway,0,639,640,0,80440,17998
2021-03-15,NO,Norway,1,640,865,0,81305,17998
2021-03-16,NO,Norway,1,641,1150,0,82455,17998
2021-03-17,NO,Norway,7,648,1064,0,83519,17998
2021-03-18,NO,Norway,0,648,1034,0,84553,17998
2021-03-19,NO,Norway,0,648,989,0,85542,17998
2021-03-20,NO,Norway,0,648,820,0,86362,17998
2021-03-21,NO,Norway,0,648,577,0,86939,17998
2021-03-22,NO,Norway,1,649,1096,0,88035,17998
2021-03-23,NO,Norway,0,649,1085,0,89120,17998
2021-03-24,NO,Norway,7,656,984,0,90104,17998
2021-03-25,NO,Norway,0,656,831,0,90935,17998
2021-03-26,NO,Norway,0,656,1072,0,92007,17998
2021-03-27,NO,Norway,0,656,462,0,92469,17998
2021-03-28,NO,Norway,0,656,681,0,93150,17998
2021-03-29,NO,Norway,4,660,989,0,94139,17998
2021-03-30,NO,Norway,1,661,1069,0,95208,17998
2021-03-31,NO,Norway,12,673,871,0,96079,17998
2021-04-01,NO,Norway,0,673,691,0,96770,17998
2021-04-02,NO,Norway,0,673,640,0,97410,17998
2021-04-03,NO,Norway,0,673,692,0,98102,17998
2021-04-04,NO,Norway,0,673,574,0,98676,17998
2020-12-01,ID,Indonesia,136,17081,5092,4361,543975,454879
2020-12-02,ID,Indonesia,118,17199,5533,4001,549508,458880
2020-12-03,ID,Indonesia,156,17355,8369,3673,557877,462553
2020-12-04,ID,Indonesia,124,17479,5803,3625,563680,466178
2020-12-05,ID,Indonesia,110,17589,6027,4271,569707,470449
2020-12-06,ID,Indonesia,151,17740,6089,4322,575796,474771
2020-12-07,ID,Indonesia,127,17867,5754,4431,581550,479202
